,Unnamed: 0,tconst,title_type,primary_title,original_title,year,runtime_minutes,genres,simple_title,average_rating,num_votes,christmas,hanukkah,kwanzaa,holiday,earnings
344,344,tt0293550,video,The Real Story of O Christmas Tree,The Real Story of O Christmas Tree,1991,25.0,"Animation,Short",the real story of o christmas tree,7.6,31,True,False,False,False,78874268.32
345,345,tt0293783,video,A Christmas Adventure ...From a Book Called Wisely's Tales,A Christmas Adventure ...From a Book Called Wisely's Tales,2001,50.0,"Animation,Family",a christmas adventure from a book called wiselys tales,5.4,78,True,False,False,False,35405562.24
346,346,tt0295473,movie,Merry Christmas,Merry Christmas,2001,98.0,Comedy,merry christmas,4.5,1077,True,False,False,False,21528083.7
347,347,tt0296867,tvMovie,Christmas Box,Christmas Box,1976,60.0,Comedy,christmas box,6.2,15,True,False,False,False,31186543.740000002
348,348,tt0297017,tvMovie,The Bear Who Slept Through Christmas,The Bear Who Slept Through Christmas,1973,30.0,"Animation,Family",the bear who slept through christmas,6.7,271,True,False,False,False,47436611.71
349,349,tt0297169,video,Holiday in the Sun,Holiday in the Sun,2001,87.0,"Comedy,Crime,Family",holiday in the sun,5.0,5027,False,False,False,True,17562451.5
350,350,tt0298580,tvMovie,Twice Upon a Christmas,Twice Upon a Christmas,2001,90.0,"Comedy,Drama,Family",twice upon a christmas,5.3,683,True,False,False,False,32676129.75
351,351,tt0299947,tvMovie,The Greatest Christmas Moments of All Time!,The Greatest Christmas Moments of All Time!,1997,60.0,Documentary,the greatest christmas moments of all time,6.2,11,True,False,False,False,75646222.94
352,352,tt0300195,video,Mickey's Magical Christmas: Snowed in at the House of Mouse,Mickey's Magical Christmas: Snowed in at the House of Mouse,2001,65.0,"Adventure,Animation,Comedy",mickeys magical christmas snowed in at the house of mouse,6.6,3740,True,False,False,False,22599941.759999998
353,353,tt0301475,tvMovie,A Disney Channel Christmas!!!!,A Disney Channel Christmas!!!!,1983,90.0,"Animation,Family,Fantasy",a disney channel christmas,7.5,191,True,False,False,False,102425588.25
354,354,tt0302301,video,Because It's Christmas: Barry Manilow,Because It's Christmas: Barry Manilow,1991,,"Documentary,Music",because its christmas barry manilow,7.8,19,True,False,False,False,78820992.12
355,355,tt0302411,tvMovie,The Christmas Messenger,The Christmas Messenger,1975,30.0,Animation,the christmas messenger,8.6,52,True,False,False,False,112521518.5
356,356,tt0303318,movie,Christmas at Wapos Bay,Christmas at Wapos Bay,2002,50.0,"Adventure,Animation,Drama",christmas at wapos bay,6.5,10,True,False,False,False,8828424.15
357,357,tt0303725,tvMovie,The Bears Who Saved Christmas,The Bears Who Saved Christmas,1994,22.0,"Adventure,Animation,Family",the bears who saved christmas,7.2,110,True,False,False,False,17250633.36
358,358,tt0303847,video,The Christmas Season Massacre,The Christmas Season Massacre,2001,70.0,"Comedy,Horror",the christmas season massacre,2.7,317,True,False,False,False,26712878.49
359,359,tt0304496,tvMovie,Once Upon a Christmas Time,Once Upon a Christmas Time,1959,60.0,"Family,Musical",once upon a christmas time,7.5,21,True,False,False,False,17480815.5
360,360,tt0304555,video,Playboy Wet & Wild: Hot Holidays,Playboy Wet & Wild: Hot Holidays,1995,55.0,Documentary,playboy wet  wild hot holidays,7.4,37,False,False,False,True,46146894.32
361,361,tt0305312,video,Bob the Builder: A Christmas to Remember,Bob the Builder: A Christmas to Remember,2001,63.0,"Adventure,Animation,Comedy",bob the builder a christmas to remember,6.7,197,True,False,False,False,69810209.81
362,362,tt0305366,tvMovie,Christmas with the Stars,Christmas with the Stars,2001,,,christmas with the stars,3.8,17,True,False,False,False,11823948.9
363,363,tt0305390,tvMovie,Coping with Christmas,Coping with Christmas,1995,25.0,"Comedy,Family",coping with christmas,5.3,13,True,False,False,False,67053834.57
364,364,tt0305767,tvMovie,The Little Crooked Christmas Tree,The Little Crooked Christmas Tree,1990,24.0,"Animation,Family",the little crooked christmas tree,6.3,23,True,False,False,False,65974136.75999999
365,365,tt0306424,tvMovie,12 Tiny Christmas Tales,12 Tiny Christmas Tales,2001,23.0,"Animation,Comedy",12 tiny christmas tales,6.8,104,True,False,False,False,91586864.88
366,366,tt0308246,tvMovie,A Family Circus Christmas,A Family Circus Christmas,1979,30.0,"Animation,Comedy,Family",a family circus christmas,6.5,129,True,False,False,False,29416595.0
367,367,tt0308823,tvMovie,A Rugrats Kwanzaa Special,A Rugrats Kwanzaa Special,2001,23.0,"Animation,Family",a rugrats kwanzaa special,6.7,65,False,False,True,False,2809027.93
368,368,tt0314176,movie,Holiday in Seoul,Holiday in Seoul,1997,98.0,Drama,holiday in seoul,6.7,67,False,False,False,True,6230441.89
369,369,tt0315398,tvMovie,Christmas Rush,Christmas Rush,2002,100.0,"Action,Drama",christmas rush,5.1,793,True,False,False,False,48093247.349999994
370,370,tt0316352,movie,One Hell of a Christmas,One Hell of a Christmas,2002,95.0,"Action,Comedy,Crime",one hell of a christmas,3.2,332,True,False,False,False,37692015.36000001
371,371,tt0319404,tvMovie,Father Knows Best: Home for Christmas,Father Knows Best: Home for Christmas,1977,88.0,"Comedy,Drama,Family",father knows best home for christmas,7.8,206,True,False,False,False,26597173.98
372,372,tt0321305,movie,Killers on Holiday,Assassini dei giorni di festa,2002,95.0,Comedy,killers on holiday,7.0,80,False,False,False,True,80663864.39999999
373,373,tt0321681,tvMovie,A Christmas Carol,A Christmas Carol,1994,,"Drama,Fantasy",a christmas carol,5.6,44,True,False,False,False,28057781.919999998
374,374,tt0324344,tvMovie,The Twelve Days of Christmas,The Twelve Days of Christmas,1993,22.0,"Animation,Family",the twelve days of christmas,7.6,107,True,False,False,False,90526823.16
375,375,tt0326163,tvMovie,Skinflint: A Country Christmas Carol,Skinflint: A Country Christmas Carol,1979,120.0,"Family,Musical",skinflint a country christmas carol,4.2,52,True,False,False,False,31855880.700000003
376,376,tt0328116,tvMovie,Mary Christmas,Mary Christmas,2002,100.0,"Drama,Family",mary christmas,6.6,538,True,False,False,False,10065763.62
377,377,tt0329098,video,Franklin's Magic Christmas,Franklin's Magic Christmas,2001,50.0,"Animation,Comedy,Family",franklins magic christmas,6.1,148,True,False,False,False,24482665.979999997
378,378,tt0329634,tvMovie,A Special Sesame Street Christmas,A Special Sesame Street Christmas,1978,60.0,"Comedy,Family,Music",a special sesame street christmas,7.3,147,True,False,False,False,96595066.57000001
379,379,tt0329737,tvMovie,It's a Very Merry Muppet Christmas Movie,It's a Very Merry Muppet Christmas Movie,2002,100.0,"Adventure,Comedy,Family",its a very merry muppet christmas movie,6.3,4484,True,False,False,False,48551265.629999995
380,380,tt0330149,tvMovie,A Christmas Carol,A Christmas Carol,1950,120.0,"Drama,Family,Fantasy",a christmas carol,7.0,42,True,False,False,False,31426486.699999996
381,381,tt0330151,tvMovie,A Christmas Carol,A Christmas Carol,1981,110.0,"Drama,Family,Fantasy",a christmas carol,4.4,33,True,False,False,False,53162717.08
382,382,tt0330152,tvMovie,The Christmas Shoes,The Christmas Shoes,2002,100.0,"Drama,Family",the christmas shoes,6.6,2818,True,False,False,False,35207247.24
383,383,tt0330768,tvMovie,A Pink Christmas,A Pink Christmas,1978,30.0,"Animation,Comedy,Family",a pink christmas,7.1,429,True,False,False,False,86897941.57
384,384,tt0331185,tvMovie,B.C.: A Special Christmas,B.C.: A Special Christmas,1981,30.0,"Animation,Comedy",bc a special christmas,6.4,70,True,False,False,False,68530425.60000001
385,385,tt0331217,tvMovie,Christmas Eve on Sesame Street,Christmas Eve on Sesame Street,1978,60.0,"Comedy,Family,Music",christmas eve on sesame street,8.4,1052,True,False,False,False,62656348.44
386,386,tt0331439,tvMovie,Bob Hope's Overseas Christmas Tours: Around the World with the Troops - 1941-1972,Bob Hope's Overseas Christmas Tours: Around the World with the Troops - 1941-1972,1980,,"Comedy,Documentary,War",bob hopes overseas christmas tours around the world with the troops  19411972,7.8,194,True,False,False,False,31055422.32
387,387,tt0331997,movie,A Christmas Tail,A Dog's Tale,2000,91.0,"Adventure,Comedy,Family",a christmas tail,6.2,124,True,False,False,False,82253025.4
388,388,tt0335093,tvMovie,The Fat Albert Christmas Special,The Fat Albert Christmas Special,1977,22.0,"Animation,Comedy,Family",the fat albert christmas special,6.5,219,True,False,False,False,82811798.55
389,389,tt0336166,tvMovie,A Christmas Carol at Ford's Theatre,A Christmas Carol at Ford's Theatre,1979,120.0,Drama,a christmas carol at fords theatre,3.1,21,True,False,False,False,41279920.230000004
390,390,tt0337689,movie,Christmas on the Nile,Natale sul Nilo,2002,100.0,Comedy,christmas on the nile,4.1,1754,True,False,False,False,13556455.659999998
391,391,tt0339343,tvMovie,The Man Who Saved Christmas,The Man Who Saved Christmas,2002,100.0,"Biography,Drama,Family",the man who saved christmas,6.5,548,True,False,False,False,33440066.4
392,392,tt0343531,tvMovie,A Christmas Visitor,A Christmas Visitor,2002,100.0,Drama,a christmas visitor,6.9,1267,True,False,False,False,91232465.85000001
393,393,tt0344267,video,Remembering 'Roman Holiday',Remembering 'Roman Holiday',2002,25.0,"Documentary,Short",remembering roman holiday,6.5,91,False,False,False,True,63422134.1
394,394,tt0344269,video,Restoring Roman Holiday,Restoring Roman Holiday,2002,7.0,"Documentary,Short",restoring roman holiday,6.2,63,False,False,False,True,39269763.36
395,395,tt0345037,tvMovie,A Christmas Carol,A Christmas Carol,1943,60.0,"Drama,Family,Fantasy",a christmas carol,5.1,48,True,False,False,False,12412236.69
396,396,tt0345039,tvMovie,A Christmas Carol,A Christmas Carol,1982,87.0,"Drama,Family,Fantasy",a christmas carol,5.0,57,True,False,False,False,52310140.0
397,397,tt0346706,tvMovie,Carry on Again Christmas,Carry on Again Christmas,1970,50.0,"Comedy,Family",carry on again christmas,5.4,175,True,False,False,False,19399749.48
398,398,tt0346707,tvMovie,Carry on Christmas,Carry on Christmas,1969,50.0,"Comedy,Family",carry on christmas,5.9,321,True,False,False,False,39638252.61000001
399,399,tt0346750,movie,Christmas Child,Christmas Child,2004,96.0,Drama,christmas child,6.2,641,True,False,False,False,7771406.120000001
400,400,tt0348254,tvMovie,The True Meaning of Christmas Specials,The True Meaning of Christmas Specials,2002,44.0,"Comedy,Music",the true meaning of christmas specials,6.6,95,True,False,False,False,16877013.779999997
401,401,tt0349502,tvMovie,The Great Christmas Movies,The Great Christmas Movies,1998,90.0,"Documentary,Family",the great christmas movies,6.1,33,True,False,False,False,38151453.87
402,402,tt0352082,movie,Blue Collar White Christmas,Nede på jorden,2002,80.0,"Comedy,Documentary",blue collar white christmas,7.0,29,True,False,False,False,17324134.8
403,403,tt0355327,tvMovie,Christmas in Hawaii,Christmas in Hawaii,1981,60.0,Comedy,christmas in hawaii,6.2,27,True,False,False,False,7687510.2
404,404,tt0355790,movie,Thief on Holiday,Mugarem fi ijaza,1958,,"Comedy,Crime,Drama",thief on holiday,5.3,15,False,False,False,True,10158962.62
405,405,tt0356408,tvMovie,The Berenstain Bears' Christmas Tree,The Berenstain Bears' Christmas Tree,1979,30.0,"Adventure,Animation,Comedy",the berenstain bears christmas tree,7.2,263,True,False,False,False,98227934.64
406,406,tt0359409,tvMovie,A Grandfather for Christmas,Ein himmlisches Weihnachtsgeschenk,2002,90.0,Family,a grandfather for christmas,4.8,28,True,False,False,False,57389831.04
407,407,tt0363240,movie,Christmas on Mars,Christmas on Mars,2008,83.0,"Music,Sci-Fi",christmas on mars,5.2,814,True,False,False,False,15223955.76
408,408,tt0364998,tvMovie,Black Christmas,Black Christmas,1977,50.0,Drama,black christmas,6.1,23,True,False,False,False,60904181.809999995
409,409,tt0365390,tvMovie,Finding John Christmas,Finding John Christmas,2003,90.0,"Drama,Family,Fantasy",finding john christmas,6.3,851,True,False,False,False,71848846.44
410,410,tt0366307,tvMovie,The Christmas Orange,The Christmas Orange,2002,22.0,"Animation,Comedy,Family",the christmas orange,6.7,33,True,False,False,False,78266603.42
411,411,tt0366691,video,The Kudzu Christmas,The Kudzu Christmas,2002,87.0,Family,the kudzu christmas,6.9,28,True,False,False,False,87502082.28
412,412,tt0367623,tvMovie,Christmas Vacation 2: Cousin Eddie's Island Adventure,Christmas Vacation 2: Cousin Eddie's Island Adventure,2003,83.0,Comedy,christmas vacation 2 cousin eddies island adventure,2.7,3749,True,False,False,False,15414817.32
413,413,tt0369000,movie,Stella on Holiday,Stella í orlofi,1986,84.0,"Comedy,Family",stella on holiday,7.2,333,False,False,False,True,13361446.08
414,414,tt0369436,movie,Four Christmases,Four Christmases,2008,88.0,"Comedy,Drama,Romance",four christmases,5.7,77785,True,False,False,False,65378307.45
415,415,tt0370767,movie,Mid-year Holiday,Agazet nos el Sana,1962,102.0,,midyear holiday,6.2,36,False,False,False,True,82518723.3
416,416,tt0372004,tvMovie,Undercover Christmas,Undercover Christmas,2003,87.0,"Comedy,Drama,Romance",undercover christmas,6.3,990,True,False,False,False,55155529.8
417,417,tt0376932,video,The Town That Outlawed Christmas,The Town That Outlawed Christmas,2000,88.0,Family,the town that outlawed christmas,6.7,27,True,False,False,False,17751281.5
418,418,tt0379215,movie,Christmas,Christmas,2003,89.0,"Comedy,Drama",christmas,7.2,96,True,False,False,False,54463849.92
419,419,tt0380728,tvMovie,Stealing Christmas,Stealing Christmas,2003,89.0,"Comedy,Crime,Drama",stealing christmas,5.7,972,True,False,False,False,48786753.72
420,420,tt0381268,movie,If It Snows on Christmas,Christmase nuni naerimyeon,1998,101.0,Romance,if it snows on christmas,4.5,19,True,False,False,False,33051747.599999998
421,421,tt0381942,tvMovie,A Carol Christmas,A Carol Christmas,2003,92.0,"Comedy,Family,Fantasy",a carol christmas,5.1,1272,True,False,False,False,62176394.489999995
422,422,tt0385567,tvMovie,A Boyfriend for Christmas,A Boyfriend for Christmas,2004,94.0,"Comedy,Drama,Family",a boyfriend for christmas,6.4,3389,True,False,False,False,18702024.96
423,423,tt0385737,movie,Happy Ero Christmas,Haepi ero Keurisemaseu,2003,109.0,"Comedy,Romance",happy ero christmas,4.1,179,True,False,False,False,21591300.279999997
424,424,tt0386282,tvMovie,An American Idol Christmas,An American Idol Christmas,2003,60.0,Documentary,an american idol christmas,4.6,85,True,False,False,False,62796714.61999999
425,425,tt0387301,tvMovie,"I Want a Dog for Christmas, Charlie Brown","I Want a Dog for Christmas, Charlie Brown",2003,43.0,"Animation,Comedy,Family",i want a dog for christmas charlie brown,7.0,1616,True,False,False,False,43045482.9
426,426,tt0388419,movie,Christmas with the Kranks,Christmas with the Kranks,2004,99.0,"Comedy,Family",christmas with the kranks,5.4,54829,True,False,False,False,47032317.36000001
427,427,tt0390302,tvMovie,The Nick at Nite Holiday Special,The Nick at Nite Holiday Special,2003,60.0,"Comedy,Musical",the nick at nite holiday special,7.9,80,False,False,False,True,101683243.92999999
428,428,tt0390954,tvMovie,Casper's First Christmas,Casper's First Christmas,1979,30.0,"Animation,Comedy,Family",caspers first christmas,6.7,268,True,False,False,False,18164911.36
429,429,tt0391404,video,The Powerpuff Girls: 'Twas the Fight Before Christmas,The Powerpuff Girls: 'Twas the Fight Before Christmas,2003,44.0,"Action,Adventure,Animation",the powerpuff girls twas the fight before christmas,7.2,636,True,False,False,False,82931653.44
430,430,tt0392009,tvMovie,A Flintstone Family Christmas,A Flintstone Family Christmas,1993,23.0,"Animation,Comedy,Family",a flintstone family christmas,6.4,469,True,False,False,False,69583985.92
431,431,tt0392794,tvMovie,The Spirit of Christmas,The Spirit of Christmas,1950,27.0,Family,the spirit of christmas,8.0,312,True,False,False,False,15453172.8
432,432,tt0392819,tvMovie,T.Bag's Christmas Carol,T.Bag's Christmas Carol,1989,22.0,Fantasy,tbags christmas carol,5.4,30,True,False,False,False,49987097.46000001
433,433,tt0393052,video,Another Christmas Story,Another Christmas Story,2003,18.0,"Comedy,Documentary,Short",another christmas story,8.1,56,True,False,False,False,66612135.24
434,434,tt0393249,tvMovie,EastEnders: Christmas Party,EastEnders: Christmas Party,2003,65.0,"Comedy,Family,Music",eastenders christmas party,6.2,25,True,False,False,False,22021758.3
435,435,tt0395968,tvMovie,The Christmas Truce,The Christmas Truce,2002,50.0,Documentary,the christmas truce,7.6,36,True,False,False,False,71480432.0
436,436,tt0396200,tvMovie,Santabear's First Christmas,Santabear's First Christmas,1986,,Animation,santabears first christmas,7.1,26,True,False,False,False,44539744.14
437,437,tt0396209,movie,Holiday in Seoul,Seoului hyuil,1956,90.0,"Mystery,Thriller",holiday in seoul,5.9,40,False,False,False,True,28473754.59
438,438,tt0396517,tvMovie,Busted: Christmas for Everyone,Busted: Christmas for Everyone,2003,30.0,"Adventure,Comedy,Musical",busted christmas for everyone,7.6,29,True,False,False,False,37954775.44
439,439,tt0396826,movie,Holiday with Minka,Prázdniny s Minkou,1963,87.0,"Adventure,Family",holiday with minka,7.8,11,False,False,False,True,82860401.52
440,440,tt0396888,tvMovie,T.Bag's Christmas Ding Dong,T.Bag's Christmas Ding Dong,1990,25.0,Fantasy,tbags christmas ding dong,7.1,14,True,False,False,False,5054668.21
441,441,tt0396889,tvMovie,T.Bag's Christmas Turkey,T.Bag's Christmas Turkey,1991,25.0,"Comedy,Family,Fantasy",tbags christmas turkey,7.0,13,True,False,False,False,67831621.89999999
442,442,tt0397368,video,A Christmas Too Many,A Christmas Too Many,2007,94.0,Comedy,a christmas too many,3.7,508,True,False,False,False,25553893.490000002
443,443,tt0398094,tvMovie,Andy Williams - Best of Christmas,Happy Holidays: The Best of the Andy Williams Christmas Specials,2001,60.0,Documentary,andy williams  best of christmas,8.3,78,True,False,False,False,97587673.30000001
444,444,tt0398311,tvMovie,Scrooge: A Christmas Sarah,Scrooge: A Christmas Sarah,1990,30.0,"Comedy,Family,Fantasy",scrooge a christmas sarah,5.9,40,True,False,False,False,3315864.3100000005
445,445,tt0399837,video,VeggieTales: The Star of Christmas,The Star of Christmas,2002,48.0,"Animation,Comedy,Family",veggietales the star of christmas,7.0,453,True,False,False,False,88527359.2
446,446,tt0400299,tvMovie,Christmas in Kabul,Christmas in Kabul,2003,,Comedy,christmas in kabul,5.4,13,True,False,False,False,44983644.84
447,447,tt0403452,movie,Christmas Rematch,La rivincita di Natale,2004,99.0,"Comedy,Drama",christmas rematch,6.8,899,True,False,False,False,11044476.36
448,448,tt0405006,tvMovie,Headin' Home for the Holidays,Headin' Home for the Holidays,1986,50.0,"Comedy,Musical",headin home for the holidays,6.7,17,False,False,False,True,43331905.62
449,449,tt0405096,movie,Ladybirds' Christmas,Lepatriinude jõulud,2001,54.0,"Animation,Family",ladybirds christmas,7.1,248,True,False,False,False,42641299.279999994
450,450,tt0405615,video,The 12 Dogs of Christmas,The 12 Dogs of Christmas,2005,102.0,"Drama,Family",the 12 dogs of christmas,5.4,993,True,False,False,False,66259975.32000001
451,451,tt0405673,tvMovie,"All This, and Christmas Too!","All This, and Christmas Too!",1971,60.0,Comedy,all this and christmas too,5.6,57,True,False,False,False,72918057.52
452,452,tt0406649,tvMovie,A Christmas Carol: The Musical,A Christmas Carol,2004,97.0,"Drama,Fantasy,Musical",a christmas carol the musical,6.3,2131,True,False,False,False,29516472.09
453,453,tt0407043,tvMovie,The Night B4 Christmas,The Night B4 Christmas,2003,70.0,Animation,the night b4 christmas,5.2,62,True,False,False,False,10125648.520000001
454,454,tt0408814,tvMovie,George and the Christmas Star,George and the Christmas Star,1985,25.0,"Adventure,Animation,Fantasy",george and the christmas star,7.4,84,True,False,False,False,81837618.98
455,455,tt0408985,movie,Last Holiday,Last Holiday,2006,112.0,"Comedy,Drama,Romance",last holiday,6.5,35192,False,False,False,True,84631803.10000001
456,456,tt0412366,tvMovie,Samantha: An American Girl Holiday,Samantha: An American Girl Holiday,2004,86.0,"Drama,Family",samantha an american girl holiday,7.0,2159,False,False,False,True,23426897.2
457,457,tt0413447,tvMovie,Daddy Wanted for Christmas,Ein Vater für Klette,2003,90.0,Family,daddy wanted for christmas,6.6,64,True,False,False,False,28003140.0
458,458,tt0414243,tvMovie,Love Hina Christmas Special: Silent Eve,Rabu Hina kurisumasu supesharu: Sairento ivu,2000,46.0,"Animation,Comedy,Romance",love hina christmas special silent eve,6.9,488,True,False,False,False,30006880.77
459,459,tt0415097,video,Kids on Christmas,Kids on Christmas,2004,6.0,"Documentary,Short",kids on christmas,3.2,29,True,False,False,False,13820600.96
460,460,tt0415478,video,Adventures in Odyssey: Electric Christmas,Adventures in Odyssey: Electric Christmas,1994,30.0,"Animation,Family,Short",adventures in odyssey electric christmas,6.8,85,True,False,False,False,80550394.84
461,461,tt0415706,video,Christmas in Tinseltown,Christmas in Tinseltown,2004,7.0,"Documentary,Short",christmas in tinseltown,3.8,28,True,False,False,False,20696439.7
462,462,tt0418599,movie,Christmas in Love,Christmas in Love,2004,118.0,"Comedy,Romance",christmas in love,4.2,1074,True,False,False,False,10405870.440000001
463,463,tt0419470,video,Bad Santa: Not Your Typical Christmas Movie,Bad Santa: Not Your Typical Christmas Movie,2004,9.0,"Documentary,Short",bad santa not your typical christmas movie,7.4,359,True,False,False,False,2113745.62
464,464,tt0420550,movie,Christmas at Maxwell's,Christmas at Maxwell's,2006,94.0,Drama,christmas at maxwells,4.3,124,True,False,False,False,6476386.09
465,465,tt0421151,tvMovie,A Very Married Christmas,A Very Married Christmas,2004,85.0,Drama,a very married christmas,5.0,286,True,False,False,False,1042058.0
466,466,tt0424279,video,Mickey's Twice Upon a Christmas,Mickey's Twice Upon a Christmas,2004,68.0,"Animation,Comedy,Family",mickeys twice upon a christmas,6.4,5692,True,False,False,False,47373555.84
467,467,tt0424517,tvMovie,A Tuna Christmas,A Tuna Christmas,1996,,Comedy,a tuna christmas,8.5,62,True,False,False,False,34403266.35
468,468,tt0427224,tvMovie,Eve's Christmas,Eve's Christmas,2004,96.0,"Comedy,Family,Fantasy",eves christmas,5.9,1198,True,False,False,False,68277093.33
469,469,tt0427269,video,Francesco's Friendly World: The Gifts of Christmas,Francesco's Friendly World: The Gifts of Christmas,1997,,Family,francescos friendly world the gifts of christmas,8.3,17,True,False,False,False,71839410.81
470,470,tt0427430,tvMovie,Karroll's Christmas,Karroll's Christmas,2004,87.0,Comedy,karrolls christmas,6.0,641,True,False,False,False,59584707.599999994
471,471,tt0431438,tvMovie,Very Cool Christmas,A Very Cool Christmas,2004,90.0,"Adventure,Comedy,Family",very cool christmas,3.7,519,True,False,False,False,8458090.48
472,472,tt0434353,video,"Spacemen, Go-go Girls and the True Meaning of Christmas","Spacemen, Go-go Girls and the True Meaning of Christmas",2004,33.0,"Comedy,Sci-Fi,Short",spacemen gogo girls and the true meaning of christmas,2.7,122,True,False,False,False,15612384.42
473,473,tt0435616,tvMovie,Christmas at Water's Edge,Christmas at Water's Edge,2004,87.0,Family,christmas at waters edge,5.3,197,True,False,False,False,6964908.609999999
474,474,tt0436855,tvMovie,The Twelve Days of Christmas Eve,The Twelve Days of Christmas Eve,2004,85.0,"Comedy,Drama,Fantasy",the twelve days of christmas eve,5.7,1096,True,False,False,False,4889809.41
475,475,tt0439312,video,"Tales from the Grave, Volume 2: Happy Holidays","Tales from the Grave, Volume 2: Happy Holidays",2005,90.0,Horror,tales from the grave volume 2 happy holidays,5.5,54,False,False,False,True,72469541.65
476,476,tt0439334,tvMovie,The Wish That Changed Christmas,The Wish That Changed Christmas,1991,30.0,"Adventure,Animation,Comedy",the wish that changed christmas,8.0,108,True,False,False,False,57759921.6
477,477,tt0439567,video,Felix the Cat Saves Christmas,Felix the Cat Saves Christmas,2003,71.0,"Animation,Family,Musical",felix the cat saves christmas,4.9,146,True,False,False,False,40798135.980000004
478,478,tt0439734,video,Nine Dog Christmas,Nine Dog Christmas,2002,59.0,"Animation,Family",nine dog christmas,5.4,146,True,False,False,False,3101998.14
479,479,tt0439856,tvMovie,The Trailer Park Boys Christmas Special,The Trailer Park Boys Christmas Special,2004,57.0,Comedy,the trailer park boys christmas special,8.0,3753,True,False,False,False,86797933.6
480,480,tt0440084,tvMovie,A Beachcombers Christmas,A Beachcombers Christmas,2004,120.0,"Adventure,Comedy,Drama",a beachcombers christmas,6.7,47,True,False,False,False,44343026.74
481,481,tt0440205,tvMovie,Christmas Lights,Christmas Lights,2004,68.0,"Comedy,Drama",christmas lights,6.7,315,True,False,False,False,48189103.45
482,482,tt0440444,tvMovie,Grumpy Old Women at Christmas,Grumpy Old Women at Christmas,2004,60.0,Documentary,grumpy old women at christmas,7.7,33,True,False,False,False,34911713.76
483,483,tt0441610,tvMovie,The City That Forgot About Christmas,The City That Forgot About Christmas,1974,25.0,"Animation,Family",the city that forgot about christmas,6.5,69,True,False,False,False,73718750.95
484,484,tt0441634,tvMovie,Home for Christmas,Home for Christmas,2002,55.0,Drama,home for christmas,7.1,23,True,False,False,False,18072325.09
485,485,tt0442666,tvMovie,Essential Poems for Christmas,Essential Poems for Christmas,2004,60.0,Family,essential poems for christmas,7.9,23,True,False,False,False,23624814.91
486,486,tt0443476,video,Davey & Goliath's Snowboard Christmas,Davey & Goliath's Snowboard Christmas,2004,44.0,"Adventure,Animation,Family",davey  goliaths snowboard christmas,5.8,28,True,False,False,False,41408748.52
487,487,tt0443495,tvMovie,EastEnders: Christmas Party,EastEnders: Christmas Party,2004,60.0,"Comedy,Family,Music",eastenders christmas party,9.0,18,True,False,False,False,40556252.699999996
488,488,tt0443734,movie,A Christmas Carol,Natale a casa Deejay - A Christmas Carol,2004,75.0,"Comedy,Fantasy",a christmas carol,5.1,139,True,False,False,False,59449296.48
489,489,tt0443759,video,Morecambe & Wise Christmas Cracker,Morecambe & Wise Christmas Cracker,1993,60.0,Comedy,morecambe  wise christmas cracker,9.0,10,True,False,False,False,111122313.3
490,490,tt0444765,tvMovie,On Christmas Eve,Na badnji dan,2005,45.0,Romance,on christmas eve,6.4,18,True,False,False,False,39996049.92
491,491,tt0445929,tvMovie,A Bear's Christmas Tail,A Bear's Christmas Tail,2004,45.0,Comedy,a bears christmas tail,5.2,81,True,False,False,False,29512657.2
492,492,tt0447615,video,Christmas from Hollywood,Christmas from Hollywood,2003,72.0,"Documentary,Family",christmas from hollywood,7.6,187,True,False,False,False,12230104.68
493,493,tt0449027,tvMovie,Giada's Italian Holiday,Giada's Italian Holiday,2005,,Family,giadas italian holiday,8.5,26,False,False,False,True,104277478.1
494,494,tt0449042,tvMovie,An Italian Christmas with Mario and Giada,An Italian Christmas with Mario and Giada,2004,60.0,Family,an italian christmas with mario and giada,7.9,11,True,False,False,False,104199486.36000001
495,495,tt0450827,tvMovie,A Christmas Tale,Películas para no dormir: Cuento de navidad,2005,71.0,"Comedy,Fantasy,Horror",a christmas tale,6.2,1767,True,False,False,False,43032603.5
496,496,tt0451073,movie,A Halfway House Christmas,A Halfway House Christmas,2005,50.0,Comedy,a halfway house christmas,3.9,135,True,False,False,False,21257747.55
497,497,tt0452599,tvMovie,A Christmas Carol,A Christmas Carol,1969,45.0,"Animation,Drama,Fantasy",a christmas carol,7.1,266,True,False,False,False,97260280.1
498,498,tt0452829,video,Nora's Christmas Gift,Nora's Christmas Gift,1989,45.0,Drama,noras christmas gift,8.3,58,True,False,False,False,88068485.47000001
499,499,tt0453451,movie,Mr. Bean's Holiday,Mr. Bean's Holiday,2007,90.0,"Comedy,Family",mr beans holiday,6.4,132186,False,False,False,True,54816782.08
500,500,tt0454082,movie,Black Christmas,Black Christmas,2006,95.0,Horror,black christmas,4.7,29580,True,False,False,False,23362959.75
501,501,tt0457939,movie,The Holiday,The Holiday,2006,136.0,"Comedy,Romance",the holiday,6.9,308807,False,False,False,True,44537754.99
502,502,tt0459502,movie,Stolen Holidays,Les petites vacances,2006,90.0,"Comedy,Drama",stolen holidays,6.4,82,False,False,False,True,61725764.48
503,503,tt0461062,movie,Holiday,Holiday,2006,,"Drama,Musical,Romance",holiday,4.4,168,False,False,False,True,37635319.04
